video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,durationSecs,tagCount
TMwl2iJY6E8,The New York Times,"Who Was Hassan Nasrallah, Leader of Hezbollah?","The leader of the militant group Hezbollah, Hassan Nasrallah, was killed by an Israeli airstrike in Lebanon. Neil MacFarquhar, a reporter for The New York Times who met and interviewed Nasrallah in 2002, explains who he was and the significance of his death.

Read the story here: https://nyti.ms/3N7gwMv
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['nasrallah', 'hezbollah', 'hizbollah', 'hassan nasrallah', 'shia', 'lebanon', 'lebanon israel', 'iran', 'syria', 'assad', 'axis of resistance', 'golan', 'lebanon invasion', 'israel invades lebanon', 'shiite', 'sectarian', 'bombings', 'underground bunker', 'beit mery', 'safieddine', 'neil mac', 'neil macfarquhar', 'israel', 'beirut', 'bombs', 'exploding pagers', 'news', 'new york times', 'nyt', 'nyt video', 'new york times video', 'middle east', 'mideast', 'middle east news']",2024-10-01 20:30:03,21995.0,285.0,0.0,63.0,PT3M,hd,false,180.0,34
RUNtCH6xBxY,The New York Times,How Trump Tried to Prosecute His Rivals,"Michael S. Schmidt, a New York Times investigative reporter, explains how Donald Trump used his power as president to intimidate and punish his rivals. Now, in the final weeks of his presidential campaign, Trump has ramped up promises to exact retribution if he returns to the White House.

Video by Michael S. Schmidt, Claire Hogan, Alexandra Ostasiewicz and Laura Salaberry

Read the story here: https://nyti.ms/3Be3t9F
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['donald trump', 'us news', 'trump', 'political prosecutions', 'prosecutions', '2018', 'john kelly', 'donald mcgahn', 'don mcgahn', 'james comey', 'hillary clinton', 'white house counsel', 'watergate', 'john bolton', 'michael cohen', 'washington post', 'cnn', 'michael schmidt', 'current events', 'politics', '2024 election', 'news', 'new york times', 'nyt', 'analysis', 'donald j. trump', 'presidency', 'new york times video', 'nyt video', 'nyt investigation', 'investigation']",2024-09-30 17:00:19,9977.0,527.0,0.0,142.0,PT3M19S,hd,false,199.0,31
zxWoG-yqoAw,The New York Times,What Threats Mean for Trump’s Campaign,"Donald Trump’s advisers are considering whether to modify his travel after threats to his life from Iran and two assassination attempts, according to several people briefed on the matter. Maggie Haberman, a senior political correspondent for The New York Times, recounts the ways in which these threats have affected Trump and his campaign.

By Maggie Haberman, Alexandra Ostasiewicz, Claire Hogan and Gabriel Blanco

Read the story here: https://nyti.ms/3ZF2EAI
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['trump assassination iran', 'donald trump news', 'trump shooting', 'trump assassination threat iran', 'iran trump assassination', 'trump assassination', 'secret service', 'suleimani', 'trump plane', 'trump rallies', 'golf', 'trump golf', 'west palm beach', 'butler', 'maggie haberman', 'trump iran threat video', 'haberman', 'donald trump', 'harris', 'trump attacks', 'news', 'new york times', 'nyt', 'analysis', 'nytimes video', 'new york times video']",2024-09-27 21:30:14,21765.0,520.0,0.0,129.0,PT2M53S,hd,false,173.0,26
eZOx3hEF1cE,The New York Times,Watch a Chaotic Rehearsal in ‘Saturday Night’ | Anatomy of a Scene,"Creating chaos onscreen requires a lot more planning than it might seem. That’s the case in this sequence from “Saturday Night,” the latest film from Jason Reitman, which looks at how the first episode of the long-running NBC sketch comedy show “Saturday Night Live” came together.

In the scene, the “S.N.L.” cast members John Belushi, Gilda Radner, Dan Aykroyd and Garrett Morris are rehearsing a sketch.

“At the beginning, you know, it’s going through the normal steps and trying to figure out camerawork,” Reitman says of the scene in his narration, and by the end, “it’s a total catastrophe.”

So how did Reitman go about building this out-of-control situation? For one, he put his background actors through a boot camp, where they learned how to do the jobs of the crew people they were portraying. And beyond that, he created detailed plans for the production team to follow.

“We had to choreograph this movie like a dance film,” Reitman said. “I’d have a giant whiteboard like a football coach. And I would have to write plays for all the extras and background actors and crew, just so everyone would know where to be.”

Read the New York Times review: https://nyti.ms/4dqNYIJ
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['movies', 'saturday night live', 'snl', 'saturday night', 'jason reitman', 'saturday night live movie', 'the new york times', 'anatomy of a scene', 'new york times video', 'nytvideo', 'scooptag:100000009723351']",2024-09-27 17:00:50,58902.0,905.0,0.0,33.0,PT2M8S,hd,true,128.0,11
Rvj2HWZ-UjM,The New York Times,France Rape Trial Renews Push to Revise Definition of Rape,"Gisèle Pelicot waived anonymity to make public the trial of her former husband and the 50 men accused of joining him in raping her. The trial has revived the question of consent within French law and turned Ms. Pelicot into a feminist icon. Catherine Porter, an international correspondent for The New York Times based in France, explains.

Video by Catherine Porter, Rebecca Suner, Christina Shaman, Laura Salaberry and Farah Otero-Amad/The New York Times

Read the story here: https://nyti.ms/4eAYIW2
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['france rape trial', 'gisele pelicot', 'historic rape trial', 'dominique pelicot', 'france rape news', 'chemical submission', 'drugged rape', 'soumission chimique', 'feminist', 'feminist icon', 'rape trial news', 'courtroom', 'consent', 'avignon', 'news', 'new york times', 'nyt', 'nyt video', 'new york times video', 'sexual abuse', 'sexual assaut', 'serial rape']",2024-09-26 17:07:00,36428.0,1495.0,0.0,193.0,PT2M40S,hd,false,160.0,22
oczZ0-N6DNs,The New York Times,Bulletproofing America’s Classrooms,"With more than 230 school shootings in the United States over the past decade, and active shooter drills now a routine part of students’ lives, technologies developed to protect soldiers in combat are being adapted and marketed to parents and schools.

One thing they all have in common: high prices ($185 for a bulletproof pencil case, $450 for a hoodie, $60,000 for a shelter), prompting concerns that safety disparities could be exacerbated for low-income families and school districts. Some people see the items as unsettling but prudent; others find them infuriating.

Video by Emily Baumgaertner, Rebecca Suner, Ruru Kuo and Alex Kalman

Read the story here: https://nyti.ms/3TFaYMY
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['school shootings', 'school shooting products', 'preventing school shootings', 'backpacks', 'pencil pouches', 'clipboards', 'hoodie', 'scams', 'emily baum', 'emily baumgaertner', 'violence', 'gun violence', 'shootings', 'ar-15', 'ar15', 'news', 'car loans', 'explainer', 'what does it mean', 'us news', 'us', 'new york times', 'nyt', 'analysis', 'nytimes', 'crime', 'new york times video', 'new york times explainer', 'school shooting']",2024-09-25 17:00:44,9484.0,299.0,0.0,102.0,PT2M36S,hd,false,156.0,29
5n1DdGEq3q0,The New York Times,The Battle for 3 Million Undecided Voters,"Approximately three million undecided voters in seven battleground states will most likely decide the outcome of the 2024 presidential election, and surveys show that these voters are pessimistic about the country’s future. Jonathan Swan, a reporter covering the presidential campaign for The New York Times, examines how these voters are responding to Vice President Kamala Harris and former President Donald J. Trump.

Video by Jonathan Swan, Claire Hogan, Laura Salaberry, David Seekamp and Whitney Shefte for The New York Times

Read the story here: https://nyti.ms/3ZAjbFW
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['donald trump', 'us news', 'kamala harris', 'harris', 'kamala', 'trump', 'policies', 'inflation', 'cost of living', 'presidential election', 'joy', 'democrats', 'republicans', 'donald trump news', 'daily news', 'harris news', 'white house', 'donald trump kamala harris', 'news', 'voters', 'polls', '2024 election', 'trump news', 'harris trump', 'politics', 'us', 'new york times', 'nyt', 'analysis', 'new york times video', 'jonathan swan', 'swing voters']",2024-09-24 20:00:03,12347.0,324.0,0.0,120.0,PT3M9S,hd,false,189.0,32
hYDvqIQc0ew,The New York Times,Who Are the Black Swing Voters?,"Black voters are not monolithic. Astead W. Herndon, a national reporter for The New York Times and the host of the politics podcast “The Run-Up,” asks a political strategist, Prentiss Haney, and Maryland’s governor, Wes Moore, about how Democrats and Republicans can persuade different kinds of Black swing voters.

Video by Astead W. Herndon, Rebecca Suner, James Surdam, Noah Throop and David Seekamp

Read the story here: https://nyti.ms/3Bc6gQG
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['donald trump', 'kamala harris', 'black voters', 'black swing voters', 'wes moore', 'prentiss haney', 'astead herndon', 'black values', 'democrats', 'republicans', 'legacy civil rights', 'secular progressives', 'race-neutral conservative', 'nextgen traditionalist', 'rightfully cynical', 'donald trump news', 'daily news', 'harris news', 'kamala', 'white house', 'donald trump kamala harris', 'news', 'voters', 'polls', 'runup', 'run-up', '2024 election', 'us news', 'trump news', 'harris trump', 'harris', 'politics', 'us', 'new york times', 'nyt', 'analysis']",2024-09-23 23:38:03,8959.0,286.0,0.0,64.0,PT3M43S,hd,false,223.0,36
BhE4A_B7R8g,The New York Times,How Tennessee Keeps Nearly Half a Million People From Voting | NYT Opinion,"The Opinion video above takes viewers to Tennessee, the Volunteer State, the capital of country music and the birthplace of Davy Crockett and the MoonPie — and a national leader in voter disenfranchisement.

The state has come about that last claim to fame through its handling of voting access for people convicted of felonies.

While nearly all states suspend or withdraw people’s right to vote when they are convicted of felonies, most allow restoring that right after they have served their sentences.

Many states have made that process easier in recent years — one of them being New York, to the advantage of felon-of-the-moment Donald Trump, who retains his right to vote as long as he’s not incarcerated.

But Tennessee has moved in the opposite direction, making the process significantly more difficult. (Think: bureaucratic maze from hell.)

About 9 percent of the state’s voting-age population is prohibited from voting because of felony convictions. And the effects are particularly acute among the Black population, with an astonishing 21 percent of Black adults barred from voting — the highest rate in the country.

Among them is Sarah Bynum, a community advocate convicted of a felony 30 years ago who has struggled to restore her voting rights and is featured in the video above. “Makes me feel like I’m a foreigner in my own country,” she laments.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['Can you vote if you are convicted of a felony?', 'Can you vote if you are in prison?', 'Can someone vote after committing a crime?', ""Can Donald Trump vote now that he's a felon?"", ""Can felon's vote?"", 'Can Donald Trump vote?', 'Voting rights', 'Tennessee', 'Disenfranchisement', 'American Politics', 'U.S. Elections', 'Voting Rights', 'Suppressing Black Votes', 'The New York Times', 'NYT Opinion', 'NYT Opinion video', 'opinion video']",2024-09-21 14:00:14,187497.0,6274.0,0.0,1314.0,PT5M10S,hd,true,310.0,17
AimB7P-6ZRA,The New York Times,How Optimus Prime Learned to Transform in ‘Transformers One’ | Anatomy of a Scene,"Transforming can be tough, especially if you’ve never done it before and you’re being shot at while tumbling down a hill.

That’s where the characters find themselves in “Transformers One,” the animated origin story of Optimus Prime and Megatron. Up to this point in the movie, the film’s leads have not been in the possession of the cogs needed to transform. Having just acquired them, the characters must quickly figure out how to use their new powers while under attack. It initially doesn’t go well.

“I had all the toys growing up,” the director Josh Cooley said in an interview. “Most of the time, they were just sitting around on the ground half-transformed because they were actually pretty hard to do."" Cooley said he thought it would be enjoyable to watch the characters struggle the same way he struggled with his toys.

Regarding that tumble, Cooley said that he wanted to use the hill to make transforming even more difficult. He said that one of his references was a cheese rolling competition that takes place each year in England.

Read the New York Times review: https://nyti.ms/3ztT1Ky
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['movies', 'transformers', 'transformers one', 'anatomy of a scene', 'the new york times', 'new york times video', 'nytvideo', 'scooptag:100000009705881']",2024-09-20 18:00:06,28905.0,267.0,0.0,29.0,PT1M38S,hd,true,98.0,8
QArC1XtnOIo,The New York Times,How Israel’s Technological Trojan Horse Destabilized Hezbollah,"The explosion of devices carried by thousands of Hezbollah operatives sowed panic sowed panic and overwhelmed hospitals across Lebanon. Sheera Frenkel, a New York Times technology reporter who has covered cyberwarfare in the Middle East, explains how Israel planned the attacks, according to interviews with 12 officials. 

Video by Sheera Frenkel, Karen Hanley, Nikolay Nikolov and Laura Salaberry

Read the story here: https://nyti.ms/3XQQYJS
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['pagers explode', 'pagers exploding hezbollah', 'pagers explosion', 'pager explosions', 'israel', 'hezbollah', 'hizbollah', 'lebanon', 'beirut', 'kfar sir', 'nasrallah', 'fatima abdullah', 'supply chain attacks', 'trojan horse', 'radios', 'walkie-talkies', 'walkie talkies', 'bombs', 'explosives', 'exploding pagers', 'sheera frenkel', 'news', 'new york times', 'nyt', 'nyt video', 'new york times video', 'middle east', 'mideast', 'middle east news']",2024-09-20 17:00:20,33372.0,579.0,0.0,233.0,PT2M36S,hd,false,156.0,29
9RRCIZIAzTE,The New York Times,What Does the Fed Interest Rate Cut Mean for You?,"The Federal Reserve lowered the interest rate for the first time since 2020. Jeanna Smialek, a reporter covering the Federal Reserve and the U.S. economy for The New York Times, explains what the half-percentage-point cut could mean for the economy, politics and you.

Read the story here: https://nyti.ms/3XyyWdW
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['economy', 'news', 'recession', 'fed rate cut', 'federal reserve', 'fed meeting', 'us economy', 'inflationion', 'unemployment', 'interest rates', 'mortgages', 'car loans', 'federal funds target rate', 'explainer', 'what does it mean', 'interest rate cut', 'economic growth', 'jobs', 'unemployed', 'harris', 'trump', 'kamala', 'kamala harris', 'joe biden', 'jeanna smialek', 'us news', '2024 election', 'donald trump', 'politics', 'us', 'vp harris', 'new york times', 'nyt', 'analysis', 'nytimes']",2024-09-18 21:15:00,22807.0,594.0,0.0,65.0,PT2M33S,hd,false,153.0,35
ZQC3Yul-k9c,The New York Times,Trump and a New Era of Political Violence,"The latest apparent assassination attempt against Donald J. Trump indicates how much the American political landscape has been shaped by anger stirred by Mr. Trump and against him. Peter Baker, chief White House correspondent for The New York Times, explains. 

Video by Peter Baker, Alexandra Ostasiewicz, Christina Shaman, Laura Salaberry and Nikolay Nikolov

Read the story here: https://nyti.ms/3zy3iVX
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['current events', 'politics', 'donald trump', 'kamala harris', 'joe biden', 'political violence', 'springfield', 'eating dogs', 'eating cats', 'eating pets', 'springfield ohio', 'immigrants', 'immigration', 'trump rallies', 'jan 6', 'capitol attack', '2024 election', 'peter baker', 'harris', 'biden', 'harris trump', 'trump harris', 'trump attacks', 'haberman', 'news', 'new york times', 'nyt', 'analysis', 'vice president kamala harris', 'donald j. trump', 'presidency', 'guns']",2024-09-17 15:30:20,23512.0,939.0,0.0,601.0,PT3M10S,hd,false,190.0,32
tK3sunvwVKs,The New York Times,What Undecided Voters Told Us,"For the people still on the fence about whom to vote for in the 2024 presidential race, Tuesday night’s debate was an important data point. Astead W. Herndon, a national politics reporter for The New York Times and the host of the politics podcast “The Run-Up,” asked some undecided voters for their thoughts about Vice President Kamala Harris and former President Donald J. Trump.

Video by Astead Herndon, Gabriel Blanco, Rebecca Suner, David Seekamp, Caitlin O’Keefe and Anna Foley

Read the story here: https://nyti.ms/47BsDLu
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['kamala harris', 'donald trump', 'white house', 'donald trump kamala harris', 'news', 'undecided voters', 'voters', 'polls', 'georgia', 'nc', 'ohio', 'pennsylvania', 'who will win', 'runup', 'run-up', '2024 election', 'astead herndon', 'kamala harris debate', 'us news', 'harris vs trump', 'trump news', 'kamala trump', 'harris trump', 'harris', 'trump', 'politics', 'us', 'vp harris', 'new york times', 'nyt', 'analysis', 'trump debate']",2024-09-16 21:47:00,19326.0,455.0,0.0,166.0,PT3M14S,hd,false,194.0,32
cYPM78tdTT8,The New York Times,Harris and Trump’s Speaking Styles Compared,"An examination of a month’s worth of rally speeches revealed sharp contrasts in how closely the candidates stick to the script — and the facts.
Video by Linda Qiu, Karen Hanley, Laura Salaberry and Ray Whitehouse

Read the story here: https://nyti.ms/3Bfr61e
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['kamala harris debate', 'us news', 'harris vs trump', 'fact check', 'nyt fact check', 'fact check trump harris', 'affordable care act', 'obamacare', 'fracking', 'hydraulic fracturing', 'venezuela crime rate', 'venezuela trump', 'new york times fact check', 'fact check harris trump', 'fact check harris', 'fact check trump', 'linda qiu', 'trump news', 'kamala trump', 'harris trump', 'harris', '2024 election', 'trump', 'donald trump', 'kamala harris', 'politics', 'us', 'vp harris', 'news', 'new york times', 'nyt', 'analysis', 'trump debate']",2024-09-13 18:30:34,18255.0,515.0,0.0,86.0,PT2M14S,hd,false,134.0,33
QVKawjqd08c,The New York Times,What Taylor Swift’s Endorsement Means for Kamala Harris,"Taylor Swift's endorsement of Kamala Harris on Tuesday night was further proof that the Democratic Party’s cruel summer had coasted into a more hopeful election season. Swift wrote to her hundreds of millions of followers on Instagram shortly after Harris’s fierce debate with Donald Trump on Tuesday, encouraging her fans to do their own research and to register to vote.

Read the story here: https://nyti.ms/4eoKreZ
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['kamala harris', 'kamala harris debate', 'taylor swift', 'taylor swift endorsement', 'swifties', 'swifties for kamala', 'donald trump kamala harris', 'kamala harris vs donald trump', 'pennsylvania', 'pennsylvania voting', 'childless cat lady', 'childless', 'cat lady', 'cat', 'vote.org', 'us news', 'who won the debate', 'harris trump debate', 'trump harris debate', 'debate', 'news', 'politics', 'harris', 'trump', 'election', 'explainer video', '2024 election', 'us', 'new york times', 'nyt', 'analysis', 'kamala harris donald trump', 'nytimes', 'joe biden']",2024-09-12 17:17:00,43617.0,1312.0,0.0,745.0,PT2M,hd,false,120.0,34
nmzgOJjARdw,The New York Times,"A Debate Recap With Song, Dance and Joseph Gordon-Levitt | NYT Opinion","On Tuesday night, Donald Trump and Kamala Harris spent 90 minutes trading blows in a fierce debate. Out of duty to a weary electorate eager for change, we enlisted the musical talents of the Gregory Brothers and a special guest, Joseph Gordon-Levitt, to provide the debate recap you didn’t know you needed.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",,2024-09-11 23:15:03,309942.0,13931.0,0.0,1041.0,PT5M9S,hd,false,309.0,0
2c-RkBao0sA,The New York Times,Harris Put Trump on Defense at the Debate,"Vice President Kamala Harris baited traps for Donald Trump in their debate on Tuesday night — and he walked right into them, spinning into conspiracy theories. But did she say enough about her plans? Jonathan Weisman, a politics reporter for The New York Times, gives his analysis of how each candidate fared in the ABC News presidential debate.

Read the story here: https://nyti.ms/3XFLHoy
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['us news', 'who won the debate', 'harris trump debate', 'trump harris debate', 'kamala harris', 'eating cats', 'eating dogs', 'trump dogs', 'conspiracy theories', 'who won debate', 'crowd sizes', 'trump rallies', 'harris plans', 'debate', 'news', 'politics', 'donald trump', 'harris', 'harris debate', 'trump', 'joe biden', 'election', 'explainer video', '2024 election', 'us', 'new york times', 'nyt', 'analysis', 'kamala harris donald trump', 'joe biden kamala harris', 'nytimes', 'politics news']",2024-09-11 18:30:03,23446.0,774.0,0.0,139.0,PT3M23S,hd,false,203.0,32
vQmeJ0qcKzc,The New York Times,These Venezuelan Election Observers Got Death Threats. Now They’re in Hiding.,"The New York Times spoke to several election volunteers for Venezuela’s opposition party who found that Edmundo Gonzáles defeated Nicolás Maduro in July. They fled the country after facing death threats from Maduro’s supporters.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.",,2024-09-10 16:30:53,7057.0,222.0,0.0,41.0,PT4M39S,hd,true,279.0,0
4Q5rMYJULnM,The New York Times,How Trump Is Preparing for the Debate,"Ahead of Donald Trump’s debate with Vice President Kamala Harris, Jonathan Swan, a senior political correspondent for The New York Times, learned how Trump was preparing.

Video by Jonathan Swan, Christina Shaman, Alexandra Ostasiewicz and Gabriel Blanco/The New York Times.

Read the story here: https://nyti.ms/4dXa86z
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['debate', 'news', 'politics', 'donald trump', 'trump harris debate', 'harris trump debate', 'policy time', 'donald trump debate prep', 'debate prep', 'donald trump women', 'tulsi gabbard', 'matt gaetz', 'Philippe Reines', 'harris', 'kamala harris', 'harris debate', 'trump', 'girl was me', 'joe biden', 'biden 2020', 'harris 2020', 'election', 'explainer video', 'in context', '2024 election', 'us', 'new york times', 'nyt', 'analysis', 'kamala harris donald trump', 'joe biden kamala harris', 'nytimes', 'politics news']",2024-09-10 15:47:00,20064.0,448.0,0.0,106.0,PT3M9S,hd,false,189.0,33
ypvDUi-NWFo,The New York Times,Kamala Harris’s Key Moments in Debates,"What are Vice President Kamala Harris’s strengths and weaknesses as a debater? Lisa Lerer, a national political correspondent for The New York Times, looks at moments in previous debates as Harris prepares for her high-stakes debate with Donald Trump.

Read the story here: https://nyti.ms/3zfLbnF
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['harris', 'kamala harris', 'harris debate', 'harris debate style', 'harris trump debate', 'trump harris debate', 'debate', 'harris pence', 'mike pence', 'vice president mike pence', 'trump', 'donald trump', 'tulsi gabbard', 'harris busing', 'girl was me', 'biden', 'joe biden', 'biden 2020', 'harris 2020', 'election', 'explainer video', 'democrats', 'in context', '2024 election', 'politics', 'us', 'news', 'new york times', 'nyt', 'analysis', 'kamala harris donald trump', 'joe biden kamala harris', 'nytimes', 'politics news']",2024-09-09 17:00:44,31810.0,369.0,0.0,327.0,PT2M35S,hd,false,155.0,34
_46jArHblks,The New York Times,How Priests Accused of Abuse Ended Up in Pacific Nations,"Over a period of decades, at least 34 priests and missionaries left their home countries in the West for the Pacific Islands after they allegedly sexually abused children, or were found to have done so, according to court records, government inquiries, survivor testimonies, news media reports and comments by church officials. The pattern suggests that in some cases, Catholic organizations saw Pacific nations as a “dumping ground” for abusive clergy. Pete McKenzie, a freelance journalist who covers the Pacific, explains.

Read the story here: https://nyti.ms/3zaOn44
Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['pedophile priests', 'priests', 'catholic church', 'australia', 'papua new guinea', 'east timor', 'pope visit', 'pope francis', 'pacific islands', 'denis mcalinden', 'child abuse', 'cook islands', 'samoa', 'kiribati', 'niue', 'tonga', 'fiji', 'guam', 'marshall islands', 'solomon islands', 'nauru', 'american samoa', 'vanuatu', 'pete mckenzie', 'papal visit', 'sexual abuse', 'catholic pedophile priests', 'news', 'new york times', 'nyt', 'nyt video', 'new york times video', 'pacific']",2024-09-07 13:00:40,23095.0,788.0,0.0,108.0,PT2M47S,hd,false,167.0,33
xqzE4hkuee4,The New York Times,How a Single Family Was Shot Dead on a Street in Gaza,"On Dec. 7, video emerged showing the bodies of a mother, father and their four sons strewn across a street in Gaza City. Beside them: a stretcher, shovels and a makeshift white flag. A New York Times investigation examines how they got there and who killed them.

Subscribe: http://bit.ly/U8Ys7n
More from The New York Times Video: http://nytimes.com/video
----------
Whether it's reporting on conflicts abroad and political divisions at home, or covering the latest style trends and scientific developments, New York Times video journalists provide a revealing and unforgettable view of the world. It's all the news that's fit to watch.","['Gaza', 'israel hamas war', 'Israel', 'hamas', 'visual investigations', 'nyt', 'new york times']",2024-09-06 12:46:56,12212.0,850.0,0.0,178.0,PT13M51S,hd,true,831.0,7
